T96060000001	1A03_HUMAN
T96060016020	MED19_HUMAN
T96060016021	MED19_HUMAN
T96060016022	MED20_HUMAN
T96060016023	MED20_HUMAN
T96060016024	MED20_HUMAN
T96060016025	MED22_HUMAN
T96060016026	MED22_HUMAN
T96060016027	MED23_HUMAN
T96060016028	MED28_HUMAN
T96060016029	MED28_HUMAN
T96060016030	MED29_HUMAN
T96060016031	MED29_HUMAN
T96060016032	MED31_HUMAN
T96060016033	MED31_HUMAN
T96060016034	MED31_HUMAN
T96060016035	MED7_HUMAN
T96060016036	MED8_HUMAN
T96060016037	MED8_HUMAN
T96060016038	MED9_HUMAN
T96060016039	MED9_HUMAN
T96060016040	MED9_HUMAN
T96060016041	MEDAG_HUMAN
T96060016042	MEDAG_HUMAN
T96060016043	MEG11_HUMAN
T96060016044	MEG11_HUMAN
T96060016045	MEG11_HUMAN
T96060016046	MEGF6_HUMAN
T96060016047	MEGF6_HUMAN
T96060016048	MEGF6_HUMAN
T96060016049	MEGF8_HUMAN
T96060016050	MEGF9_HUMAN
T96060016051	MEGF9_HUMAN
T96060016052	MEGF9_HUMAN
T96060016053	MEI1_HUMAN
T96060016054	MEI1_HUMAN
T96060016055	MEI1_HUMAN
T96060016056	MEI4_HUMAN
T96060016057	MEI4_HUMAN
T96060016058	MEI4_HUMAN
T96060016059	MEIG1_HUMAN
T96060016060	MEIG1_HUMAN
T96060016061	MEIG1_HUMAN
T96060016062	MEIKN_HUMAN
T96060016063	MEIKN_HUMAN
T96060016064	MEIKN_HUMAN
T96060016065	MEIOB_HUMAN
T96060016066	MEIOB_HUMAN
T96060016067	MEIOB_HUMAN
T96060016068	MEIOC_HUMAN
T96060016069	MEIOC_HUMAN
T96060016070	MEIOC_HUMAN
T96060016071	MEIS1_HUMAN
T96060016072	MEIS1_HUMAN
T96060016073	MEIS2_HUMAN
T96060016074	MEIS3_HUMAN
T96060016075	MEIS3_HUMAN
T96060016076	MELPH_HUMAN
T96060016077	MELT_HUMAN
T96060016078	MELT_HUMAN
T96060016079	MELT_HUMAN
T96060016080	MEMO1_HUMAN
T96060016081	MENT_HUMAN
T96060016082	MENT_HUMAN
T96060016083	MEOX1_HUMAN
T96060016084	MEOX1_HUMAN
T96060016085	MEOX1_HUMAN
T96060016086	MEP1A_HUMAN
T96060016087	MEP1A_HUMAN
T96060016088	MEP1B_HUMAN
T96060016089	MEP50_HUMAN
T96060016090	MEPCE_HUMAN
T96060016091	MEPE_HUMAN
T96060016092	MEPE_HUMAN
T96060016093	MEPE_HUMAN
T96060016094	MER34_HUMAN
T96060016095	MER34_HUMAN
T96060016096	MER34_HUMAN
T96060016097	MERL_HUMAN
T96060016098	MERTK_HUMAN
T96060016099	MESD_HUMAN
T96060016100	MESD_HUMAN
T96060016101	MESD_HUMAN
T96060016102	MESH1_HUMAN
T96060016103	MESH1_HUMAN
T96060016104	MESH1_HUMAN
T96060016105	MESP1_HUMAN
T96060016106	MESP2_HUMAN
T96060016107	MESP2_HUMAN
T96060016108	MESP2_HUMAN
T96060016109	MEST_HUMAN
T96060016110	MEST_HUMAN
T96060016111	MET13_HUMAN
T96060016112	MET13_HUMAN
T96060016113	MET13_HUMAN
T96060016114	MET15_HUMAN
T96060016115	MET15_HUMAN
T96060016116	MET15_HUMAN
T96060016117	MET17_HUMAN
T96060016118	MET17_HUMAN
T96060016119	MET18_HUMAN
T96060016120	MET24_HUMAN
T96060016121	MET24_HUMAN
T96060016122	MET24_HUMAN
T96060016123	MET25_HUMAN
T96060016124	MET25_HUMAN
T96060016125	MET25_HUMAN
T96060016126	MET27_HUMAN
T96060016127	MET27_HUMAN
T96060016128	MET27_HUMAN
T96060016129	MET2A_HUMAN
T96060016130	MET2A_HUMAN
T96060016131	MET2A_HUMAN
T96060016132	MET2B_HUMAN
T96060016133	MET7A_HUMAN
T96060016134	MET7A_HUMAN
T96060016135	MET7B_HUMAN
T96060016136	MET7B_HUMAN
T96060016137	MET7B_HUMAN
T96060016138	METK1_HUMAN
T96060016139	METL4_HUMAN
T96060016140	METL4_HUMAN
T96060016141	METL4_HUMAN
T96060016142	METL5_HUMAN
T96060016143	METL5_HUMAN
T96060016144	METL5_HUMAN
T96060016145	METL6_HUMAN
T96060016146	METL6_HUMAN
T96060016147	METL6_HUMAN
T96060016148	METL8_HUMAN
T96060016149	METL8_HUMAN
T96060016150	METL8_HUMAN
T96060016151	METL9_HUMAN
T96060016152	METL9_HUMAN
T96060016153	METL9_HUMAN
T96060016154	METRL_HUMAN
T96060016155	METRL_HUMAN
T96060016156	METRN_HUMAN
T96060016157	METRN_HUMAN
T96060016158	METRN_HUMAN
T96060016159	MEX3A_HUMAN
T96060016160	MEX3B_HUMAN
T96060016161	MEX3C_HUMAN
T96060016162	MEX3C_HUMAN
T96060016163	MEX3D_HUMAN
T96060016164	MF13A_HUMAN
T96060016165	MF13A_HUMAN
T96060016166	MF13A_HUMAN
T96060016167	MF14A_HUMAN
T96060016168	MF14A_HUMAN
T96060016169	MF14A_HUMAN
T96060016170	MF14B_HUMAN
T96060016171	MF14B_HUMAN
T96060016172	MF14B_HUMAN
T96060016173	MF14C_HUMAN
T96060016174	MF14C_HUMAN
T96060016175	MF14C_HUMAN
T96060016176	MF2L2_HUMAN
T96060016177	MF2L2_HUMAN
T96060016178	MF2L2_HUMAN
T96060016179	MFA3L_HUMAN
T96060016180	MFA3L_HUMAN
T96060016181	MFAP3_HUMAN
T96060016182	MFAP3_HUMAN
T96060016183	MFAP3_HUMAN
T96060016184	MFAP5_HUMAN
T96060016185	MFD4A_HUMAN
T96060016186	MFD4A_HUMAN
T96060016187	MFD4A_HUMAN
T96060016188	MFGM_HUMAN
T96060016189	MFNG_HUMAN
T96060016190	MFNG_HUMAN
T96060016191	MFNG_HUMAN
T96060016192	MFR1L_HUMAN
T96060016193	MFR1L_HUMAN
T96060016194	MFR1L_HUMAN
T96060016195	MFRN1_HUMAN
T96060016196	MFRN1_HUMAN
T96060016197	MFRN1_HUMAN
T96060016198	MFRN2_HUMAN
T96060016199	MFRN2_HUMAN
T96060016200	MFRN2_HUMAN
T96060016201	MFRP_HUMAN
T96060016202	MFRP_HUMAN
T96060016203	MFRP_HUMAN
T96060016204	MFS11_HUMAN
T96060016205	MFS11_HUMAN
T96060016206	MFS11_HUMAN
T96060016207	MFS12_HUMAN
T96060016208	MFS12_HUMAN
T96060016209	MFS4B_HUMAN
T96060016210	MFS4B_HUMAN
T96060016211	MFS4B_HUMAN
T96060016212	MFS6L_HUMAN
T96060016213	MFS6L_HUMAN
T96060016214	MFS6L_HUMAN
T96060016215	MFSD1_HUMAN
T96060016216	MFSD1_HUMAN
T96060016217	MFSD1_HUMAN
T96060016218	MFSD3_HUMAN
T96060016219	MFSD3_HUMAN
T96060016220	MFSD3_HUMAN
T96060016221	MFSD5_HUMAN
T96060016222	MFSD5_HUMAN
T96060016223	MFSD6_HUMAN
T96060016224	MFSD6_HUMAN
T96060016225	MFSD8_HUMAN
T96060016226	MFSD8_HUMAN
T96060016227	MFSD9_HUMAN
T96060016228	MFSD9_HUMAN
T96060016229	MFSD9_HUMAN
T96060016230	MFTC_HUMAN
T96060016231	MGAL_HUMAN
T96060016232	MGAL_HUMAN
T96060016233	MGAL_HUMAN
T96060016234	MGAP_HUMAN
T96060016235	MGAP_HUMAN
T96060016236	MGAT3_HUMAN
T96060016237	MGA_HUMAN
T96060016238	MGA_HUMAN
T96060016239	MGDP1_HUMAN
T96060016240	MGDP1_HUMAN
T96060016241	MGDP1_HUMAN
T96060016242	MGMT_HUMAN
T96060016243	MGP_HUMAN
T96060016244	MGT4A_HUMAN
T96060016245	MGT4A_HUMAN
T96060016246	MGT4B_HUMAN
T96060016247	MGT4B_HUMAN
T96060016248	MGT4B_HUMAN
T96060016249	MGT4C_HUMAN
T96060016250	MGT4C_HUMAN
T96060016251	MGT4C_HUMAN
T96060016252	MGT4D_HUMAN
T96060016253	MGT4D_HUMAN
T96060016254	MGT4D_HUMAN
T96060016255	MGT5B_HUMAN
T96060016256	MHAS1_HUMAN
T96060016257	MHAS1_HUMAN
T96060016258	MHAS1_HUMAN
T96060016259	MI1HG_HUMAN
T96060016260	MI1HG_HUMAN
T96060016261	MI1HG_HUMAN
T96060016262	MI4GD_HUMAN
T96060016263	MIA_HUMAN
T96060016264	MIA_HUMAN
T96060016265	MIA_HUMAN
T96060016266	MIB1_HUMAN
T96060016267	MIB1_HUMAN
T96060016268	MIB2_HUMAN
T96060016269	MIC10_HUMAN
T96060016270	MIC10_HUMAN
T96060016271	MIC13_HUMAN
T96060016272	MIC25_HUMAN
T96060016273	MIC26_HUMAN
T96060016274	MIC27_HUMAN
T96060016275	MIC27_HUMAN
T96060016276	MICB_HUMAN
T96060016277	MICLK_HUMAN
T96060016278	MICLK_HUMAN
T96060016279	MICLK_HUMAN
T96060016280	MICU3_HUMAN
T96060016281	MICU3_HUMAN
T96060016282	MICU3_HUMAN
T96060016283	MID49_HUMAN
T96060016284	MIDN_HUMAN
T96060016285	MIDN_HUMAN
T96060016286	MIDUO_HUMAN
T96060016287	MIEAP_HUMAN
T96060016288	MIEN1_HUMAN
T96060016289	MIER3_HUMAN
T96060016290	MIER3_HUMAN
T96060016291	MIIP_HUMAN
T96060016292	MIIP_HUMAN
T96060016293	MIIP_HUMAN
T96060016294	MILK2_HUMAN
T96060016295	MILR1_HUMAN
T96060016296	MILR1_HUMAN
T96060016297	MILR1_HUMAN
T96060016298	MIME_HUMAN
T96060016299	MINP1_HUMAN
T96060016300	MINY1_HUMAN
T96060016301	MINY2_HUMAN
T96060016302	MINY3_HUMAN
T96060016303	MINY4_HUMAN
T96060016304	MINY4_HUMAN
T96060016305	MINY4_HUMAN
T96060016306	MIOX_HUMAN
T96060016307	MIO_HUMAN
T96060016308	MIPEP_HUMAN
T96060016309	MIPEP_HUMAN
T96060016310	MIPO1_HUMAN
T96060016311	MIPT3_HUMAN
T96060016312	MIRH1_HUMAN
T96060016313	MIRH1_HUMAN
T96060016314	MIRH1_HUMAN
T96060016315	MIRO1_HUMAN
T96060016316	MIRO2_HUMAN
T96060016317	MIS12_HUMAN
T96060016318	MISP3_HUMAN
T96060016319	MISP3_HUMAN
T96060016320	MISP3_HUMAN
T96060016321	MISP_HUMAN
T96060016322	MISP_HUMAN
T96060016323	MISSL_HUMAN
T96060016324	MISSL_HUMAN
T96060016325	MISSL_HUMAN
T96060016326	MIS_HUMAN
T96060016327	MIXL1_HUMAN
T96060016328	MIY4B_HUMAN
T96060016329	MIY4B_HUMAN
T96060016330	MIY4B_HUMAN
T96060016331	MK04_HUMAN
T96060016332	MK04_HUMAN
T96060016333	MK04_HUMAN
T96060016334	MK06_HUMAN
T96060016335	MK06_HUMAN
T96060016336	MK09_HUMAN
T96060016337	MK10_HUMAN
T96060016338	MK10_HUMAN
T96060016339	MK11_HUMAN
T96060016340	MK12_HUMAN
T96060016341	MK13_HUMAN
T96060016342	MK67I_HUMAN
T96060016343	MKLN1_HUMAN
T96060016344	MKLN1_HUMAN
T96060016345	MKRN1_HUMAN
T96060016346	MKRN2_HUMAN
T96060016347	MKRN3_HUMAN
T96060016348	MKRN3_HUMAN
T96060016349	MKRN4_HUMAN
T96060016350	MKRN4_HUMAN
T96060016351	MKRN4_HUMAN
T96060016352	MKRN5_HUMAN
T96060016353	MKRN5_HUMAN
T96060016354	MKRN5_HUMAN
T96060016355	MKROS_HUMAN
T96060016356	MKROS_HUMAN
T96060016357	MKROS_HUMAN
T96060016358	MKS1_HUMAN
T96060016359	MKX_HUMAN
T96060016360	MKX_HUMAN
T96060016361	MKX_HUMAN
T96060016362	MK_HUMAN
T96060016363	MK_HUMAN
T96060016364	ML12A_HUMAN
T96060016365	ML12B_HUMAN
T96060016366	ML12B_HUMAN
T96060016367	MLEC_HUMAN
T96060016368	MLF2_HUMAN
T96060016369	MLF2_HUMAN
T96060016370	MLH3_HUMAN
T96060016371	MLH3_HUMAN
T96060016372	MLIP_HUMAN
T96060016373	MLIP_HUMAN
T96060016374	MLIP_HUMAN
T96060016375	MLN_HUMAN
T96060016376	MLN_HUMAN
T96060016377	MLN_HUMAN
T96060016378	MLRA_HUMAN
T96060016379	MLRA_HUMAN
T96060016380	MLRS_HUMAN
T96060016381	MLRS_HUMAN
T96060016382	MLXIP_HUMAN
T96060016383	MMAA_HUMAN
T96060016384	MMAA_HUMAN
T96060016385	MMAB_HUMAN
T96060016386	MMAB_HUMAN
T96060016387	MMAD_HUMAN
T96060016388	MMEL1_HUMAN
T96060016389	MMEL1_HUMAN
T96060016390	MMEL1_HUMAN
T96060016391	MMGT1_HUMAN
T96060016392	MMGT1_HUMAN
T96060016393	MMP10_HUMAN
T96060016394	MMP10_HUMAN
T96060016395	MMP10_HUMAN
T96060016396	MMP11_HUMAN
T96060016397	MMP11_HUMAN
T96060016398	MMP13_HUMAN
T96060016399	MMP15_HUMAN
T96060016400	MMP15_HUMAN
T96060016401	MMP17_HUMAN
T96060016402	MMP17_HUMAN
T96060016403	MMP17_HUMAN
T96060016404	MMP19_HUMAN
T96060016405	MMP19_HUMAN
T96060016406	MMP1_HUMAN
T96060016407	MMP20_HUMAN
T96060016408	MMP20_HUMAN
T96060016409	MMP21_HUMAN
T96060016410	MMP21_HUMAN
T96060016411	MMP24_HUMAN
T96060016412	MMP24_HUMAN
T96060016413	MMP25_HUMAN
T96060016414	MMP25_HUMAN
T96060016415	MMP25_HUMAN
T96060016416	MMP26_HUMAN
T96060016417	MMP26_HUMAN
T96060016418	MMP27_HUMAN
T96060016419	MMP27_HUMAN
T96060016420	MMP28_HUMAN
T96060016421	MMP28_HUMAN
T96060016422	MMP3_HUMAN
T96060016423	MMPOS_HUMAN
T96060016424	MMPOS_HUMAN
T96060016425	MMPOS_HUMAN
T96060016426	MMRN1_HUMAN
T96060016427	MMS22_HUMAN
T96060016428	MMTA2_HUMAN
T96060016429	MMTA2_HUMAN
T96060016430	MN1_HUMAN
T96060016431	MN1_HUMAN
T96060016432	MN1_HUMAN
T96060016433	MNAR1_HUMAN
T96060016434	MNARL_HUMAN
T96060016435	MNARL_HUMAN
T96060016436	MNARL_HUMAN
T96060016437	MND1_HUMAN
T96060016438	MND1_HUMAN
T96060016439	MND1_HUMAN
T96060016440	MNDA_HUMAN
T96060016441	MNS1_HUMAN
T96060016442	MNS1_HUMAN
T96060016443	MNX1_HUMAN
T96060016444	MNX1_HUMAN
T96060016445	MO2R1_HUMAN
T96060016446	MO2R1_HUMAN
T96060016447	MO2R2_HUMAN
T96060016448	MO2R2_HUMAN
T96060016449	MO2R2_HUMAN
T96060016450	MO4L2_HUMAN
T96060016451	MO4L2_HUMAN
T96060016452	MOB1A_HUMAN
T96060016453	MOB2_HUMAN
T96060016454	MOB2_HUMAN
T96060016455	MOB3A_HUMAN
T96060016456	MOB3A_HUMAN
T96060016457	MOB3B_HUMAN
T96060016458	MOB3B_HUMAN
T96060016459	MOB3C_HUMAN
T96060016460	MOB3C_HUMAN
T96060016461	MOB3C_HUMAN
T96060016462	MOBP_HUMAN
T96060016463	MOBP_HUMAN
T96060016464	MOBP_HUMAN
T96060016465	MOC2A_HUMAN
T96060016466	MOCOS_HUMAN
T96060016467	MOCS1_HUMAN
T96060016468	MOD5_HUMAN
T96060016469	MOD5_HUMAN
T96060016470	MOFA1_HUMAN
T96060016471	MOFA1_HUMAN
T96060016472	MOGS_HUMAN
T96060016473	MOGS_HUMAN
T96060016474	MOGT1_HUMAN
T96060016475	MOGT1_HUMAN
T96060016476	MOGT1_HUMAN
T96060016477	MOGT2_HUMAN
T96060016478	MOG_HUMAN
T96060016479	MOG_HUMAN
T96060016480	MOG_HUMAN
T96060016481	MOK_HUMAN
T96060016482	MOK_HUMAN
T96060016483	MOK_HUMAN
T96060016484	MON1A_HUMAN
T96060016485	MON1B_HUMAN
T96060016486	MON2_HUMAN
T96060016487	MON2_HUMAN
T96060016488	MOONR_HUMAN
T96060016489	MORC1_HUMAN
T96060016490	MORC1_HUMAN
T96060016491	MORC1_HUMAN
T96060016492	MORC2_HUMAN
T96060016493	MORC2_HUMAN
T96060016494	MORC3_HUMAN
T96060016495	MORC4_HUMAN
T96060016496	MORC4_HUMAN
T96060016497	MORN1_HUMAN
T96060016498	MORN1_HUMAN
T96060016499	MORN1_HUMAN
T96060016500	MORN2_HUMAN
T96060016501	MORN2_HUMAN
T96060016502	MORN2_HUMAN
T96060016503	MORN3_HUMAN
T96060016504	MORN3_HUMAN
T96060016505	MORN4_HUMAN
T96060016506	MORN4_HUMAN
T96060016507	MORN5_HUMAN
T96060016508	MORN5_HUMAN
T96060016509	MORN5_HUMAN
T96060016510	MORN_HUMAN
T96060016511	MORN_HUMAN
T96060016512	MORN_HUMAN
T96060016513	MOSMO_HUMAN
T96060016514	MOSMO_HUMAN
T96060016515	MOSMO_HUMAN
T96060016516	MOST1_HUMAN
T96060016517	MOST1_HUMAN
T96060016518	MOS_HUMAN
T96060016519	MOS_HUMAN
T96060016520	MOS_HUMAN
T96060016521	MOT10_HUMAN
T96060016522	MOT10_HUMAN
T96060016523	MOT10_HUMAN
T96060016524	MOT13_HUMAN
T96060016525	MOT13_HUMAN
T96060016526	MOT14_HUMAN
T96060016527	MOT14_HUMAN
T96060016528	MOT14_HUMAN
T96060016529	MOT3_HUMAN
T96060016530	MOT3_HUMAN
T96060016531	MOT4_HUMAN
T96060016532	MOT5_HUMAN
T96060016533	MOT5_HUMAN
T96060016534	MOT5_HUMAN
T96060016535	MOT6_HUMAN
T96060016536	MOT6_HUMAN
T96060016537	MOT6_HUMAN
T96060016538	MOT7_HUMAN
T96060016539	MOT7_HUMAN
T96060016540	MOT7_HUMAN
T96060016541	MOT9_HUMAN
T96060016542	MOT9_HUMAN
T96060016543	MOTI_HUMAN
T96060016544	MOTI_HUMAN
T96060016545	MOTSC_HUMAN
T96060016546	MOXD1_HUMAN
T96060016547	MOXD1_HUMAN
T96060016548	MOXD2_HUMAN
T96060016549	MOXD2_HUMAN
T96060016550	MOXD2_HUMAN
T96060016551	MP2K4_HUMAN
T96060016552	MP2K4_HUMAN
T96060016553	MP2K5_HUMAN
T96060016554	MP2K5_HUMAN
T96060016555	MP2K5_HUMAN
T96060016556	MP2K7_HUMAN
T96060016557	MP3B2_HUMAN
T96060016558	MP3B2_HUMAN
T96060016559	MP3B2_HUMAN
T96060016560	MPC1L_HUMAN
T96060016561	MPC1L_HUMAN
T96060016562	MPC1L_HUMAN
T96060016563	MPC1_HUMAN
T96060016564	MPC1_HUMAN
T96060016565	MPC2_HUMAN
T96060016566	MPC2_HUMAN
T96060016567	MPCP_HUMAN
T96060016568	MPDZ_HUMAN
T96060016569	MPEG1_HUMAN
T96060016570	MPEG1_HUMAN
T96060016571	MPEG1_HUMAN
T96060016572	MPH6_HUMAN
T96060016573	MPIP1_HUMAN
T96060016574	MPI_HUMAN
T96060016575	MPI_HUMAN
T96060016576	MPLKI_HUMAN
T96060016577	MPLKI_HUMAN
T96060016578	MPND_HUMAN
T96060016579	MPND_HUMAN
T96060016580	MPND_HUMAN
T96060016581	MPP2_HUMAN
T96060016582	MPP2_HUMAN
T96060016583	MPP3_HUMAN
T96060016584	MPP3_HUMAN
T96060016585	MPP3_HUMAN
T96060016586	MPP4_HUMAN
T96060016587	MPP4_HUMAN
T96060016588	MPP6_HUMAN
T96060016589	MPP6_HUMAN
T96060016590	MPP9_HUMAN
T96060016591	MPP9_HUMAN
T96060016592	MPPA_HUMAN
T96060016593	MPPB_HUMAN
T96060016594	MPPB_HUMAN
T96060016595	MPPD1_HUMAN
T96060016596	MPPD1_HUMAN
T96060016597	MPPD1_HUMAN
T96060016598	MPPD2_HUMAN
T96060016599	MPPD2_HUMAN
T96060016600	MPPD2_HUMAN
T96060016601	MPPE1_HUMAN
T96060016602	MPPE1_HUMAN
T96060016603	MPRD_HUMAN
T96060016604	MPRIP_HUMAN
T96060016605	MPRI_HUMAN
T96060016606	MPTX_HUMAN
T96060016607	MPTX_HUMAN
T96060016608	MPTX_HUMAN
T96060016609	MPU1_HUMAN
T96060016610	MPV17_HUMAN
T96060016611	MPZL1_HUMAN
T96060016612	MPZL1_HUMAN
T96060016613	MPZL2_HUMAN
T96060016614	MPZL2_HUMAN
T96060016615	MPZL2_HUMAN
T96060016616	MPZL3_HUMAN
T96060016617	MPZL3_HUMAN
T96060016618	MPZL3_HUMAN
T96060016619	MR1L1_HUMAN
T96060016620	MR1L1_HUMAN
T96060016621	MRAS1_HUMAN
T96060016622	MRAS1_HUMAN
T96060016623	MRAS1_HUMAN
T96060016624	MRCOL_HUMAN
T96060016625	MRCOL_HUMAN
T96060016626	MRCOL_HUMAN
T96060016627	MREG_HUMAN
T96060016628	MREG_HUMAN
T96060016629	MREG_HUMAN
T96060016630	MRFL_HUMAN
T96060016631	MRFL_HUMAN
T96060016632	MRFL_HUMAN
T96060016633	MRGBP_HUMAN
T96060016634	MRGBP_HUMAN
T96060016635	MRGRD_HUMAN
T96060016636	MRGRD_HUMAN
T96060016637	MRGRE_HUMAN
T96060016638	MRGRE_HUMAN
T96060016639	MRGRE_HUMAN
T96060016640	MRGRF_HUMAN
T96060016641	MRGRF_HUMAN
T96060016642	MRGRG_HUMAN
T96060016643	MRGRG_HUMAN
T96060016644	MRGRG_HUMAN
T96060016645	MRGX1_HUMAN
T96060016646	MRGX2_HUMAN
T96060016647	MRGX3_HUMAN
T96060016648	MRGX3_HUMAN
T96060016649	MRGX3_HUMAN
T96060016650	MRGX4_HUMAN
T96060016651	MRGX4_HUMAN
T96060016652	MRGX4_HUMAN
T96060016653	MRM1_HUMAN
T96060016654	MRM2_HUMAN
T96060016655	MRM3_HUMAN
T96060016656	MRO2A_HUMAN
T96060016657	MRO2A_HUMAN
T96060016658	MRO2A_HUMAN
T96060016659	MRO2B_HUMAN
T96060016660	MRO2B_HUMAN
T96060016661	MRO2B_HUMAN
T96060016662	MROH1_HUMAN
T96060016663	MROH1_HUMAN
T96060016664	MROH1_HUMAN
T96060016665	MROH5_HUMAN
T96060016666	MROH5_HUMAN
T96060016667	MROH5_HUMAN
T96060016668	MROH6_HUMAN
T96060016669	MROH6_HUMAN
T96060016670	MROH6_HUMAN
T96060016671	MROH7_HUMAN
T96060016672	MROH7_HUMAN
T96060016673	MROH8_HUMAN
T96060016674	MROH8_HUMAN
T96060016675	MROH8_HUMAN
T96060016676	MROH9_HUMAN
T96060016677	MROH9_HUMAN
T96060016678	MROH9_HUMAN
T96060016679	MRP2_HUMAN
T96060016680	MRP2_HUMAN
T96060016681	MRP3_HUMAN
T96060016682	MRP3_HUMAN
T96060016683	MRP3_HUMAN
T96060016684	MRP4_HUMAN
T96060016685	MRP5_HUMAN
T96060016686	MRP5_HUMAN
T96060016687	MRP6_HUMAN
T96060016688	MRP6_HUMAN
T96060016689	MRP7_HUMAN
T96060016690	MRP7_HUMAN
T96060016691	MRP9_HUMAN
T96060016692	MRP9_HUMAN
T96060016693	MRP9_HUMAN
T96060016694	MRP_HUMAN
T96060016695	MRP_HUMAN
T96060016696	MRT4_HUMAN
T96060016697	MRT4_HUMAN
T96060016698	MRTFB_HUMAN
T96060016699	MRUPP_HUMAN
T96060016700	MRUPP_HUMAN
T96060016701	MRVI1_HUMAN
T96060016702	MRVI1_HUMAN
T96060016703	MRVI1_HUMAN
T96060016704	MS18A_HUMAN
T96060016705	MS18A_HUMAN
T96060016706	MS18B_HUMAN
T96060016707	MS3L2_HUMAN
T96060016708	MS3L2_HUMAN
T96060016709	MS3L2_HUMAN
T96060016710	MS4A3_HUMAN
T96060016711	MS4A3_HUMAN
T96060016712	MS4A3_HUMAN
T96060016713	MS4A5_HUMAN
T96060016714	MS4A5_HUMAN
T96060016715	MS4A5_HUMAN
T96060016716	MS4A7_HUMAN
T96060016717	MS4A7_HUMAN
T96060016718	MS4A7_HUMAN
T96060016719	MSD1_HUMAN
T96060016720	MSD1_HUMAN
T96060016721	MSD1_HUMAN
T96060016722	MSD2_HUMAN
T96060016723	MSD2_HUMAN
T96060016724	MSD2_HUMAN
T96060016725	MSD3_HUMAN
T96060016726	MSD3_HUMAN
T96060016727	MSD3_HUMAN
T96060016728	MSD4_HUMAN
T96060016729	MSD4_HUMAN
T96060016730	MSGN1_HUMAN
T96060016731	MSGN1_HUMAN
T96060016732	MSGN1_HUMAN
T96060016733	MSH4_HUMAN
T96060016734	MSH4_HUMAN
T96060016735	MSH4_HUMAN
T96060016736	MSH5_HUMAN
T96060016737	MSH5_HUMAN
T96060016738	MSH5_HUMAN
T96060016739	MSI1H_HUMAN
T96060016740	MSI1H_HUMAN
T96060016741	MSI2H_HUMAN
T96060016742	MSI2H_HUMAN
T96060016743	MSL1_HUMAN
T96060016744	MSL2_HUMAN
T96060016745	MSLNL_HUMAN
T96060016746	MSLNL_HUMAN
T96060016747	MSLNL_HUMAN
T96060016748	MSLN_HUMAN
T96060016749	MSLN_HUMAN
T96060016750	MSLN_HUMAN
T96060016751	MSMB_HUMAN
T96060016752	MSMB_HUMAN
T96060016753	MSMB_HUMAN
T96060016754	MSMO1_HUMAN
T96060016755	MSMO1_HUMAN
T96060016756	MSMO1_HUMAN
T96060016757	MSMP_HUMAN
T96060016758	MSMP_HUMAN
T96060016759	MSPD1_HUMAN
T96060016760	MSPD1_HUMAN
T96060016761	MSPD1_HUMAN
T96060016762	MSPD2_HUMAN
T96060016763	MSPD3_HUMAN
T96060016764	MSPD3_HUMAN
T96060016765	MSPD3_HUMAN
T96060016766	MSRA_HUMAN
T96060016767	MSRA_HUMAN
T96060016768	MSRB1_HUMAN
T96060016769	MSRB1_HUMAN
T96060016770	MSRB1_HUMAN
T96060016771	MSRB2_HUMAN
T96060016772	MSRB2_HUMAN
T96060016773	MSRB2_HUMAN
T96060016774	MSRE_HUMAN
T96060016775	MSRE_HUMAN
T96060016776	MSRE_HUMAN
T96060016777	MSS4_HUMAN
T96060016778	MSS4_HUMAN
T96060016779	MSS51_HUMAN
T96060016780	MSS51_HUMAN
T96060016781	MST1L_HUMAN
T96060016782	MST1L_HUMAN
T96060016783	MST1L_HUMAN
T96060016784	MSTN1_HUMAN
T96060016785	MSTN1_HUMAN
T96060016786	MSTN1_HUMAN
T96060016787	MSTO1_HUMAN
T96060016788	MSTRO_HUMAN
T96060016789	MSTRO_HUMAN
T96060016790	MSTRO_HUMAN
T96060016791	MT1A_HUMAN
T96060016792	MT1A_HUMAN
T96060016793	MT1B_HUMAN
T96060016794	MT1B_HUMAN
T96060016795	MT1DP_HUMAN
T96060016796	MT1DP_HUMAN
T96060016797	MT1DP_HUMAN
T96060016798	MT1E_HUMAN
T96060016799	MT1F_HUMAN
T96060016800	MT1H_HUMAN
T96060016801	MT1H_HUMAN
T96060016802	MT1L_HUMAN
T96060016803	MT1L_HUMAN
T96060016804	MT1M_HUMAN
T96060016805	MT1M_HUMAN
T96060016806	MT1M_HUMAN
T96060016807	MT1X_HUMAN
T96060016808	MT21E_HUMAN
T96060016809	MT21E_HUMAN
T96060016810	MT21E_HUMAN
T96060016811	MT2_HUMAN
T96060016812	MT4_HUMAN
T96060016813	MT4_HUMAN
T96060016814	MT4_HUMAN
T96060016815	MTA3_HUMAN
T96060016816	MTAP_HUMAN
T96060016817	MTAP_HUMAN
T96060016818	MTBP_HUMAN
T96060016819	MTCH1_HUMAN
T96060016820	MTCH2_HUMAN
T96060016821	MTCL1_HUMAN
T96060016822	MTD2L_HUMAN
T96060016823	MTD2L_HUMAN
T96060016824	MTD2L_HUMAN
T96060016825	MTEF2_HUMAN
T96060016826	MTEF4_HUMAN
T96060016827	MTF2_HUMAN
T96060016828	MTFP1_HUMAN
T96060016829	MTFR1_HUMAN
T96060016830	MTFR1_HUMAN
T96060016831	MTFR2_HUMAN
